wandb: Currently logged in as: lee_changmin (lee_changmin-sangmyung-uni) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 5ndp29sv
wandb: Tracking run with wandb version 0.23.0
wandb: Run data is saved locally in /home/cia/disk1/bci_intern/AAAI2026/RLDoom/logs/wandb/wandb/run-20251205_222118-5ndp29sv
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run dddqn_seed0
wandb: ⭐️ View project at https://wandb.ai/lee_changmin-sangmyung-uni/RLDoom
wandb: 🚀 View run at https://wandb.ai/lee_changmin-sangmyung-uni/RLDoom/runs/5ndp29sv
pci id for fd 8: 1a03:2000, driver (null)
MESA-LOADER: failed to open ast: /usr/lib/dri/ast_dri.so: cannot open shared object file: No such file or directory (search paths /usr/lib/x86_64-linux-gnu/dri:\$${ORIGIN}/dri:/usr/lib/dri, suffix _dri)
pci id for fd 9: 1a03:2000, driver (null)
kmsro: driver missing
dddqn train:   0%|          | 0/2000 [00:00<?, ?it/s][step=1] episode=1.0000 return=-115.9957 length=28.0000 global_step=28.0000
dddqn train:   0%|          | 1/2000 [00:01<54:16,  1.63s/it][step=2] episode=2.0000 return=-114.7366 length=26.0000 global_step=54.0000
dddqn train:   0%|          | 2/2000 [00:03<52:12,  1.57s/it][step=3] episode=3.0000 return=-47.7753 length=13.0000 global_step=67.0000
dddqn train:   0%|          | 3/2000 [00:03<40:26,  1.21s/it][step=4] episode=4.0000 return=-95.2621 length=19.0000 global_step=86.0000
dddqn train:   0%|          | 4/2000 [00:05<39:35,  1.19s/it][step=5] episode=5.0000 return=-101.5882 length=42.0000 global_step=128.0000
dddqn train:   0%|          | 5/2000 [00:07<54:57,  1.65s/it][step=6] episode=6.0000 return=-108.9333 length=30.0000 global_step=158.0000
dddqn train:   0%|          | 6/2000 [00:09<56:23,  1.70s/it][step=7] episode=7.0000 return=-78.4207 length=26.0000 global_step=184.0000
dddqn train:   0%|          | 7/2000 [00:10<54:51,  1.65s/it][step=8] episode=8.0000 return=-89.9770 length=21.0000 global_step=205.0000
dddqn train:   0%|          | 8/2000 [00:12<50:04,  1.51s/it][step=9] episode=9.0000 return=-84.0567 length=21.0000 global_step=226.0000
dddqn train:   0%|          | 9/2000 [00:13<47:22,  1.43s/it][step=10] episode=10.0000 return=-104.3232 length=30.0000 global_step=256.0000
dddqn train:   0%|          | 10/2000 [00:15<49:49,  1.50s/it][step=11] episode=11.0000 return=-94.4926 length=20.0000 global_step=276.0000
dddqn train:   1%|          | 11/2000 [00:16<46:44,  1.41s/it][step=12] episode=12.0000 return=-47.5067 length=54.0000 global_step=330.0000
dddqn train:   1%|          | 12/2000 [00:19<1:03:55,  1.93s/it][step=13] episode=13.0000 return=-115.9952 length=22.0000 global_step=352.0000
dddqn train:   1%|          | 13/2000 [00:20<57:28,  1.74s/it]  [step=14] episode=14.0000 return=-115.9978 length=26.0000 global_step=378.0000
dddqn train:   1%|          | 14/2000 [00:22<55:42,  1.68s/it][step=15] episode=15.0000 return=-48.4315 length=34.0000 global_step=412.0000
dddqn train:   1%|          | 15/2000 [00:24<59:51,  1.81s/it][step=16] episode=16.0000 return=-95.8197 length=20.0000 global_step=432.0000
dddqn train:   1%|          | 16/2000 [00:25<53:11,  1.61s/it][step=17] episode=17.0000 return=-91.7759 length=28.0000 global_step=460.0000
dddqn train:   1%|          | 17/2000 [00:26<52:10,  1.58s/it][step=18] episode=18.0000 return=35.8820 length=108.0000 global_step=568.0000
dddqn train:   1%|          | 18/2000 [00:33<1:37:20,  2.95s/it][step=19] episode=19.0000 return=-89.5209 length=12.0000 global_step=580.0000
dddqn train:   1%|          | 19/2000 [00:33<1:15:22,  2.28s/it][step=20] episode=20.0000 return=-106.7653 length=29.0000 global_step=609.0000
dddqn train:   1%|          | 20/2000 [00:35<1:09:38,  2.11s/it][step=21] episode=21.0000 return=-111.1767 length=21.0000 global_step=630.0000
dddqn train:   1%|          | 21/2000 [00:36<1:00:16,  1.83s/it][step=22] episode=22.0000 return=-95.4079 length=21.0000 global_step=651.0000
dddqn train:   1%|          | 22/2000 [00:38<55:08,  1.67s/it]  [step=23] episode=23.0000 return=-110.5950 length=38.0000 global_step=689.0000
dddqn train:   1%|          | 23/2000 [00:40<1:01:16,  1.86s/it][step=24] episode=24.0000 return=-96.6646 length=21.0000 global_step=710.0000
dddqn train:   1%|          | 24/2000 [00:41<54:47,  1.66s/it]  [step=25] episode=25.0000 return=-86.1430 length=22.0000 global_step=732.0000
dddqn train:   1%|▏         | 25/2000 [00:42<50:48,  1.54s/it][step=26] episode=26.0000 return=-115.9557 length=13.0000 global_step=745.0000
dddqn train:   1%|▏         | 26/2000 [00:43<43:28,  1.32s/it][step=27] episode=27.0000 return=-111.5764 length=20.0000 global_step=765.0000
dddqn train:   1%|▏         | 27/2000 [00:44<42:43,  1.30s/it][step=28] episode=28.0000 return=-83.6754 length=11.0000 global_step=776.0000
dddqn train:   1%|▏         | 28/2000 [00:45<36:28,  1.11s/it][step=29] episode=29.0000 return=-114.4045 length=31.0000 global_step=807.0000
dddqn train:   1%|▏         | 29/2000 [00:47<43:10,  1.31s/it][step=30] episode=30.0000 return=-29.5112 length=38.0000 global_step=845.0000
dddqn train:   2%|▏         | 30/2000 [00:49<53:07,  1.62s/it][step=31] episode=31.0000 return=-115.9871 length=29.0000 global_step=874.0000
dddqn train:   2%|▏         | 31/2000 [00:51<54:22,  1.66s/it][step=32] episode=32.0000 return=-68.3861 length=34.0000 global_step=908.0000
dddqn train:   2%|▏         | 32/2000 [00:53<57:12,  1.74s/it][step=33] episode=33.0000 return=-115.9504 length=19.0000 global_step=927.0000
dddqn train:   2%|▏         | 33/2000 [00:54<50:56,  1.55s/it][step=34] episode=34.0000 return=-104.5337 length=20.0000 global_step=947.0000
dddqn train:   2%|▏         | 34/2000 [00:55<46:53,  1.43s/it][step=35] episode=35.0000 return=-115.9164 length=19.0000 global_step=966.0000
dddqn train:   2%|▏         | 35/2000 [00:56<44:09,  1.35s/it][step=36] episode=36.0000 return=-91.9000 length=11.0000 global_step=977.0000
dddqn train:   2%|▏         | 36/2000 [00:57<37:05,  1.13s/it][step=37] episode=37.0000 return=-105.2479 length=29.0000 global_step=1006.0000
dddqn train:   2%|▏         | 37/2000 [00:59<43:08,  1.32s/it][step=38] episode=38.0000 return=-86.1895 length=48.0000 global_step=1054.0000
dddqn train:   2%|▏         | 38/2000 [01:01<58:05,  1.78s/it][step=39] episode=39.0000 return=79.9253 length=242.0000 global_step=1296.0000
dddqn train:   2%|▏         | 39/2000 [01:15<2:53:39,  5.31s/it][step=40] episode=40.0000 return=-112.6457 length=27.0000 global_step=1323.0000
dddqn train:   2%|▏         | 40/2000 [01:17<2:17:22,  4.21s/it][step=41] episode=41.0000 return=-109.2837 length=29.0000 global_step=1352.0000
