wandb: Currently logged in as: lee_changmin (lee_changmin-sangmyung-uni) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run hrpvmkcp
wandb: Tracking run with wandb version 0.23.0
[step=2] episode=2.0000 return=-63.5674 length=21.0000 global_step=98.0000 loss=-0.0007 policy_loss=-0.0007 entropy=1.9459
[step=3] episode=3.0000 return=-41.3832 length=197.0000 global_step=295.0000 loss=-0.0003 policy_loss=-0.0003 entropy=1.9459
[step=4] episode=4.0000 return=-109.0514 length=20.0000 global_step=315.0000 loss=0.0011 policy_loss=0.0011 entropy=1.9459
[step=5] episode=5.0000 return=-92.4608 length=48.0000 global_step=363.0000 loss=-0.0022 policy_loss=-0.0022 entropy=1.9458
[step=6] episode=6.0000 return=-115.8370 length=12.0000 global_step=375.0000 loss=-0.0024 policy_loss=-0.0024 entropy=1.9458
[step=7] episode=7.0000 return=-108.8618 length=26.0000 global_step=401.0000 loss=-0.0003 policy_loss=-0.0003 entropy=1.9458
[step=8] episode=8.0000 return=-17.0869 length=34.0000 global_step=435.0000 loss=-0.0009 policy_loss=-0.0009 entropy=1.9458
[step=9] episode=9.0000 return=-109.0260 length=45.0000 global_step=480.0000 loss=-0.0004 policy_loss=-0.0004 entropy=1.9458
[step=10] episode=10.0000 return=-72.1257 length=38.0000 global_step=518.0000 loss=-0.0002 policy_loss=-0.0002 entropy=1.9457
[step=11] episode=11.0000 return=-115.9972 length=19.0000 global_step=537.0000 loss=0.0090 policy_loss=0.0090 entropy=1.9457
[step=12] episode=12.0000 return=-113.3908 length=13.0000 global_step=550.0000 loss=0.0042 policy_loss=0.0042 entropy=1.9457
[step=13] episode=13.0000 return=-94.7696 length=22.0000 global_step=572.0000 loss=-0.0010 policy_loss=-0.0010 entropy=1.9457
[step=14] episode=14.0000 return=-98.7712 length=22.0000 global_step=594.0000 loss=-0.0066 policy_loss=-0.0066 entropy=1.9457
[step=15] episode=15.0000 return=-115.8803 length=13.0000 global_step=607.0000 loss=-0.0008 policy_loss=-0.0008 entropy=1.9457
[step=16] episode=16.0000 return=-93.2141 length=20.0000 global_step=627.0000 loss=-0.0034 policy_loss=-0.0034 entropy=1.9457
[step=17] episode=17.0000 return=-70.4950 length=30.0000 global_step=657.0000 loss=-0.0006 policy_loss=-0.0006 entropy=1.9457
[step=18] episode=18.0000 return=-76.9947 length=18.0000 global_step=675.0000 loss=-0.0038 policy_loss=-0.0038 entropy=1.9457
[step=19] episode=19.0000 return=-59.2350 length=20.0000 global_step=695.0000 loss=0.0044 policy_loss=0.0044 entropy=1.9456
[step=20] episode=20.0000 return=-60.7513 length=18.0000 global_step=713.0000 loss=0.0045 policy_loss=0.0045 entropy=1.9456
[step=21] episode=21.0000 return=-114.7733 length=30.0000 global_step=743.0000 loss=-0.0021 policy_loss=-0.0021 entropy=1.9456
[step=22] episode=22.0000 return=-86.4384 length=30.0000 global_step=773.0000 loss=0.0034 policy_loss=0.0034 entropy=1.9456
[step=23] episode=23.0000 return=-88.9192 length=19.0000 global_step=792.0000 loss=0.0045 policy_loss=0.0045 entropy=1.9456
[step=24] episode=24.0000 return=-12.8667 length=50.0000 global_step=842.0000 loss=-0.0029 policy_loss=-0.0029 entropy=1.9456
[step=25] episode=25.0000 return=-38.2170 length=12.0000 global_step=854.0000 loss=0.0043 policy_loss=0.0043 entropy=1.9456
[step=26] episode=26.0000 return=-106.6461 length=13.0000 global_step=867.0000 loss=0.0114 policy_loss=0.0114 entropy=1.9456
[step=27] episode=27.0000 return=-105.0586 length=28.0000 global_step=895.0000 loss=-0.0026 policy_loss=-0.0026 entropy=1.9456
[step=28] episode=28.0000 return=-114.0291 length=11.0000 global_step=906.0000 loss=-0.0014 policy_loss=-0.0014 entropy=1.9456
[step=29] episode=29.0000 return=-115.9804 length=29.0000 global_step=935.0000 loss=-0.0010 policy_loss=-0.0010 entropy=1.9456
[step=30] episode=30.0000 return=-101.7615 length=20.0000 global_step=955.0000 loss=0.0034 policy_loss=0.0034 entropy=1.9456
[step=31] episode=31.0000 return=-96.9890 length=19.0000 global_step=974.0000 loss=-0.0026 policy_loss=-0.0026 entropy=1.9456
[step=32] episode=32.0000 return=-97.6337 length=38.0000 global_step=1012.0000 loss=0.0004 policy_loss=0.0004 entropy=1.9456
[step=33] episode=33.0000 return=-24.3578 length=12.0000 global_step=1024.0000 loss=-0.0084 policy_loss=-0.0084 entropy=1.9456
[step=34] episode=34.0000 return=-115.9763 length=28.0000 global_step=1052.0000 loss=0.0029 policy_loss=0.0029 entropy=1.9455
[step=35] episode=35.0000 return=-110.2289 length=21.0000 global_step=1073.0000 loss=-0.0017 policy_loss=-0.0017 entropy=1.9455
[step=36] episode=36.0000 return=-115.9986 length=19.0000 global_step=1092.0000 loss=-0.0050 policy_loss=-0.0050 entropy=1.9455
[step=37] episode=37.0000 return=-31.3006 length=13.0000 global_step=1105.0000 loss=-0.0096 policy_loss=-0.0096 entropy=1.9455
[step=38] episode=38.0000 return=-93.4469 length=42.0000 global_step=1147.0000 loss=-0.0067 policy_loss=-0.0067 entropy=1.9454
[step=39] episode=39.0000 return=-45.3240 length=18.0000 global_step=1165.0000 loss=-0.0037 policy_loss=-0.0037 entropy=1.9454
[step=40] episode=40.0000 return=-53.3483 length=12.0000 global_step=1177.0000 loss=-0.0103 policy_loss=-0.0103 entropy=1.9454
[step=41] episode=41.0000 return=-110.2356 length=11.0000 global_step=1188.0000 loss=-0.0165 policy_loss=-0.0165 entropy=1.9453
[step=42] episode=42.0000 return=-115.9871 length=19.0000 global_step=1207.0000 loss=0.0020 policy_loss=0.0020 entropy=1.9452
[step=43] episode=43.0000 return=-80.9868 length=21.0000 global_step=1228.0000 loss=-0.0007 policy_loss=-0.0007 entropy=1.9451
[step=44] episode=44.0000 return=-115.9929 length=56.0000 global_step=1284.0000 loss=-0.0004 policy_loss=-0.0004 entropy=1.9451
[step=45] episode=45.0000 return=-114.8760 length=20.0000 global_step=1304.0000 loss=0.0061 policy_loss=0.0061 entropy=1.9450
[step=46] episode=46.0000 return=-99.3617 length=30.0000 global_step=1334.0000 loss=0.0053 policy_loss=0.0053 entropy=1.9449
[step=47] episode=47.0000 return=-82.7693 length=21.0000 global_step=1355.0000 loss=-0.0148 policy_loss=-0.0148 entropy=1.9448
[step=48] episode=48.0000 return=-66.0908 length=35.0000 global_step=1390.0000 loss=0.0005 policy_loss=0.0005 entropy=1.9448
[step=49] episode=49.0000 return=-102.2733 length=12.0000 global_step=1402.0000 loss=-0.0250 policy_loss=-0.0250 entropy=1.9447
[step=50] episode=50.0000 return=-115.9979 length=13.0000 global_step=1415.0000 loss=-0.0004 policy_loss=-0.0004 entropy=1.9446
[step=51] episode=51.0000 return=-115.9664 length=20.0000 global_step=1435.0000 loss=-0.0017 policy_loss=-0.0017 entropy=1.9444
[step=52] episode=52.0000 return=-79.7861 length=87.0000 global_step=1522.0000 loss=0.0090 policy_loss=0.0090 entropy=1.9443
[step=53] episode=53.0000 return=-97.2822 length=11.0000 global_step=1533.0000 loss=-0.0016 policy_loss=-0.0016 entropy=1.9442
[step=54] episode=54.0000 return=-98.1668 length=13.0000 global_step=1546.0000 loss=-0.0274 policy_loss=-0.0274 entropy=1.9441
[step=55] episode=55.0000 return=-89.2781 length=20.0000 global_step=1566.0000 loss=0.0153 policy_loss=0.0153 entropy=1.9439
[step=56] episode=56.0000 return=-79.9682 length=33.0000 global_step=1599.0000 loss=0.0029 policy_loss=0.0029 entropy=1.9439
[step=57] episode=57.0000 return=-107.0264 length=12.0000 global_step=1611.0000 loss=-0.0285 policy_loss=-0.0285 entropy=1.9437
[step=58] episode=58.0000 return=-93.9800 length=28.0000 global_step=1639.0000 loss=-0.0069 policy_loss=-0.0069 entropy=1.9436
[step=59] episode=59.0000 return=-105.4843 length=22.0000 global_step=1661.0000 loss=-0.0087 policy_loss=-0.0087 entropy=1.9434
[step=60] episode=60.0000 return=-113.7097 length=13.0000 global_step=1674.0000 loss=-0.0046 policy_loss=-0.0046 entropy=1.9432
[step=61] episode=61.0000 return=-115.9971 length=11.0000 global_step=1685.0000 loss=-0.0049 policy_loss=-0.0049 entropy=1.9430
[step=62] episode=62.0000 return=-115.9965 length=13.0000 global_step=1698.0000 loss=0.0096 policy_loss=0.0096 entropy=1.9427
[step=63] episode=63.0000 return=-66.0580 length=13.0000 global_step=1711.0000 loss=-0.0206 policy_loss=-0.0206 entropy=1.9425
[step=64] episode=64.0000 return=-84.2354 length=37.0000 global_step=1748.0000 loss=0.0167 policy_loss=0.0167 entropy=1.9423
[step=65] episode=65.0000 return=-33.9203 length=28.0000 global_step=1776.0000 loss=0.0127 policy_loss=0.0127 entropy=1.9422
reinforce_tuned train:   2%|▏         | 66/3000 [02:04<1:08:41,  1.40s/it]reinforce_tuned train:   2%|▏         | 67/3000 [02:07<1:26:42,  1.77s/it]reinforce_tuned train:   2%|▏         | 68/3000 [02:08<1:21:32,  1.67s/it]reinforce_tuned train:   2%|▏         | 69/3000 [02:10<1:26:53,  1.78s/it]reinforce_tuned train:   2%|▏         | 70/3000 [02:11<1:12:50,  1.49s/it]reinforce_tuned train:   2%|▏         | 71/3000 [02:12<1:02:54,  1.29s/it]reinforce_tuned train:   2%|▏         | 72/3000 [02:13<1:03:49,  1.31s/it]reinforce_tuned train:   2%|▏         | 73/3000 [02:15<1:14:51,  1.53s/it]reinforce_tuned train:   2%|▏         | 74/3000 [02:17<1:20:19,  1.65s/it]reinforce_tuned train:   2%|▎         | 75/3000 [02:19<1:17:22,  1.59s/it]reinforce_tuned train:   3%|▎         | 76/3000 [02:20<1:14:12,  1.52s/it]reinforce_tuned train:   3%|▎         | 77/3000 [02:22<1:12:32,  1.49s/it]reinforce_tuned train:   3%|▎         | 78/3000 [02:22<1:04:59,  1.33s/it]reinforce_tuned train:   3%|▎         | 79/3000 [02:25<1:24:22,  1.73s/it]reinforce_tuned train:   3%|▎         | 80/3000 [02:26<1:04:42,  1.33s/it]reinforce_tuned train:   3%|▎         | 81/3000 [02:28<1:20:49,  1.66s/it]reinforce_tuned train:   3%|▎         | 82/3000 [02:29<1:18:35,  1.62s/it]reinforce_tuned train:   3%|▎         | 83/3000 [02:31<1:20:57,  1.67s/it]reinforce_tuned train:   3%|▎         | 84/3000 [02:42<3:37:29,  4.47s/it]reinforce_tuned train:   3%|▎         | 85/3000 [02:45<3:06:04,  3.83s/it]reinforce_tuned train:   3%|▎         | 86/3000 [02:46<2:24:36,  2.98s/it]reinforce_tuned train:   3%|▎         | 87/3000 [02:47<2:01:55,  2.51s/it]reinforce_tuned train:   3%|▎         | 88/3000 [02:48<1:37:58,  2.02s/it]reinforce_tuned train:   3%|▎         | 89/3000 [02:49<1:20:01,  1.65s/it]reinforce_tuned train:   3%|▎         | 90/3000 [02:51<1:34:52,  1.96s/it]reinforce_tuned train:   3%|▎         | 91/3000 [02:54<1:50:59,  2.29s/it]reinforce_tuned train:   3%|▎         | 92/3000 [02:57<1:56:55,  2.41s/it]reinforce_tuned train:   3%|▎         | 93/3000 [02:58<1:41:03,  2.09s/it]reinforce_tuned train:   3%|▎         | 94/3000 [02:59<1:24:38,  1.75s/it]reinforce_tuned train:   3%|▎         | 95/3000 [03:02<1:33:55,  1.94s/it]reinforce_tuned train:   3%|▎         | 96/3000 [03:03<1:17:28,  1.60s/it]reinforce_tuned train:   3%|▎         | 97/3000 [03:05<1:22:57,  1.71s/it]reinforce_tuned train:   3%|▎         | 98/3000 [03:05<1:10:15,  1.45s/it]reinforce_tuned train:   3%|▎         | 99/3000 [03:08<1:20:22,  1.66s/it]reinforce_tuned train:   3%|▎         | 100/3000 [03:09<1:16:39,  1.59s/it]reinforce_tuned train:   3%|▎         | 101/3000 [03:10<1:05:45,  1.36s/it]reinforce_tuned train:   3%|▎         | 102/3000 [03:11<1:07:27,  1.40s/it]reinforce_tuned train:   3%|▎         | 103/3000 [03:12<59:44,  1.24s/it]  reinforce_tuned train:   3%|▎         | 104/3000 [03:14<1:08:10,  1.41s/it]reinforce_tuned train:   4%|▎         | 105/3000 [03:16<1:16:32,  1.59s/it]reinforce_tuned train:   4%|▎         | 106/3000 [03:17<1:05:59,  1.37s/it]reinforce_tuned train:   4%|▎         | 107/3000 [03:18<1:06:32,  1.38s/it]reinforce_tuned train:   4%|▎         | 108/3000 [03:20<1:07:47,  1.41s/it]reinforce_tuned train:   4%|▎         | 109/3000 [03:21<1:07:20,  1.40s/it]reinforce_tuned train:   4%|▎         | 110/3000 [03:22<58:35,  1.22s/it]  reinforce_tuned train:   4%|▎         | 111/3000 [03:23<54:10,  1.12s/it]reinforce_tuned train:   4%|▎         | 112/3000 [03:24<57:42,  1.20s/it]reinforce_tuned train:   4%|▍         | 113/3000 [03:25<58:58,  1.23s/it]reinforce_tuned train:   4%|▍         | 114/3000 [03:27<1:03:39,  1.32s/it]reinforce_tuned train:   4%|▍         | 115/3000 [03:28<56:20,  1.17s/it]  reinforce_tuned train:   4%|▍         | 116/3000 [03:29<51:49,  1.08s/it]reinforce_tuned train:   4%|▍         | 117/3000 [03:30<55:42,  1.16s/it]reinforce_tuned train:   4%|▍         | 118/3000 [03:31<59:12,  1.23s/it]reinforce_tuned train:   4%|▍         | 119/3000 [03:33<1:01:10,  1.27s/it]reinforce_tuned train:   4%|▍         | 120/3000 [03:34<56:14,  1.17s/it]  reinforce_tuned train:   4%|▍         | 121/3000 [03:35<1:00:36,  1.26s/it]reinforce_tuned train:   4%|▍         | 122/3000 [03:37<1:02:44,  1.31s/it]reinforce_tuned train:   4%|▍         | 123/3000 [03:38<56:42,  1.18s/it]  reinforce_tuned train:   4%|▍         | 124/3000 [03:38<51:40,  1.08s/it]reinforce_tuned train:   4%|▍         | 125/3000 [03:39<49:57,  1.04s/it]reinforce_tuned train:   4%|▍         | 126/3000 [03:40<46:23,  1.03it/s]reinforce_tuned train:   4%|▍         | 127/3000 [03:42<52:45,  1.10s/it]reinforce_tuned train:   4%|▍         | 128/3000 [03:43<59:16,  1.24s/it]reinforce_tuned train:   4%|▍         | 129/3000 [03:44<1:00:25,  1.26s/it][step=66] episode=66.0000 return=-90.9430 length=11.0000 global_step=1787.0000 loss=-0.0149 policy_loss=-0.0149 entropy=1.9420
[step=67] episode=67.0000 return=-110.3230 length=37.0000 global_step=1824.0000 loss=-0.0168 policy_loss=-0.0168 entropy=1.9419
[step=68] episode=68.0000 return=-16.3518 length=21.0000 global_step=1845.0000 loss=0.0098 policy_loss=0.0098 entropy=1.9417
[step=69] episode=69.0000 return=-47.0464 length=29.0000 global_step=1874.0000 loss=-0.0216 policy_loss=-0.0216 entropy=1.9416
[step=70] episode=70.0000 return=-44.2372 length=11.0000 global_step=1885.0000 loss=-0.0403 policy_loss=-0.0403 entropy=1.9413
[step=71] episode=71.0000 return=-107.5146 length=12.0000 global_step=1897.0000 loss=0.0221 policy_loss=0.0221 entropy=1.9409
[step=72] episode=72.0000 return=-103.5260 length=20.0000 global_step=1917.0000 loss=-0.0333 policy_loss=-0.0333 entropy=1.9406
[step=73] episode=73.0000 return=-63.1551 length=29.0000 global_step=1946.0000 loss=0.0291 policy_loss=0.0291 entropy=1.9401
[step=74] episode=74.0000 return=-73.1451 length=28.0000 global_step=1974.0000 loss=0.0252 policy_loss=0.0252 entropy=1.9399
[step=75] episode=75.0000 return=-75.0984 length=21.0000 global_step=1995.0000 loss=-0.0225 policy_loss=-0.0225 entropy=1.9398
[step=76] episode=76.0000 return=-87.3212 length=20.0000 global_step=2015.0000 loss=-0.0160 policy_loss=-0.0160 entropy=1.9395
[step=77] episode=77.0000 return=-87.9603 length=20.0000 global_step=2035.0000 loss=-0.0057 policy_loss=-0.0057 entropy=1.9397
[step=78] episode=78.0000 return=-92.5343 length=13.0000 global_step=2048.0000 loss=-0.0464 policy_loss=-0.0464 entropy=1.9392
[step=79] episode=79.0000 return=-115.8967 length=37.0000 global_step=2085.0000 loss=-0.0312 policy_loss=-0.0312 entropy=1.9384
[step=80] episode=80.0000 return=-107.9227 length=5.0000 global_step=2090.0000 loss=0.0374 policy_loss=0.0374 entropy=1.9379
[step=81] episode=81.0000 return=-103.1155 length=35.0000 global_step=2125.0000 loss=-0.0357 policy_loss=-0.0357 entropy=1.9380
[step=82] episode=82.0000 return=-110.8878 length=22.0000 global_step=2147.0000 loss=-0.0403 policy_loss=-0.0403 entropy=1.9370
[step=83] episode=83.0000 return=-55.5648 length=27.0000 global_step=2174.0000 loss=0.0191 policy_loss=0.0191 entropy=1.9360
[step=84] episode=84.0000 return=33.7976 length=162.0000 global_step=2336.0000 loss=-0.0082 policy_loss=-0.0082 entropy=1.9355
[step=85] episode=85.0000 return=-79.6895 length=34.0000 global_step=2370.0000 loss=-0.0091 policy_loss=-0.0091 entropy=1.9351
[step=86] episode=86.0000 return=-112.8602 length=13.0000 global_step=2383.0000 loss=0.0187 policy_loss=0.0187 entropy=1.9344
[step=87] episode=87.0000 return=-69.0429 length=21.0000 global_step=2404.0000 loss=-0.0299 policy_loss=-0.0299 entropy=1.9337
[step=88] episode=88.0000 return=31.1171 length=12.0000 global_step=2416.0000 loss=-0.0733 policy_loss=-0.0733 entropy=1.9331
[step=89] episode=89.0000 return=-58.4263 length=11.0000 global_step=2427.0000 loss=-0.0914 policy_loss=-0.0914 entropy=1.9318
[step=90] episode=90.0000 return=-71.9462 length=37.0000 global_step=2464.0000 loss=0.0475 policy_loss=0.0475 entropy=1.9297
[step=91] episode=91.0000 return=83.0871 length=44.0000 global_step=2508.0000 loss=0.0402 policy_loss=0.0402 entropy=1.9286
[step=92] episode=92.0000 return=-35.1508 length=41.0000 global_step=2549.0000 loss=0.0032 policy_loss=0.0032 entropy=1.9275
[step=93] episode=93.0000 return=-37.7903 length=19.0000 global_step=2568.0000 loss=-0.0445 policy_loss=-0.0445 entropy=1.9264
[step=94] episode=94.0000 return=-115.6237 length=13.0000 global_step=2581.0000 loss=-0.0197 policy_loss=-0.0197 entropy=1.9251
[step=95] episode=95.0000 return=-75.2365 length=34.0000 global_step=2615.0000 loss=-0.0394 policy_loss=-0.0394 entropy=1.9234
[step=96] episode=96.0000 return=-113.3165 length=12.0000 global_step=2627.0000 loss=-0.0024 policy_loss=-0.0024 entropy=1.9215
[step=97] episode=97.0000 return=-101.5106 length=29.0000 global_step=2656.0000 loss=-0.0510 policy_loss=-0.0510 entropy=1.9197
[step=98] episode=98.0000 return=-98.6889 length=12.0000 global_step=2668.0000 loss=-0.0142 policy_loss=-0.0142 entropy=1.9163
[step=99] episode=99.0000 return=28.0576 length=30.0000 global_step=2698.0000 loss=0.0111 policy_loss=0.0111 entropy=1.9145
[step=100] episode=100.0000 return=-66.9922 length=20.0000 global_step=2718.0000 loss=-0.0877 policy_loss=-0.0877 entropy=1.9116
[step=101] episode=101.0000 return=-65.5613 length=11.0000 global_step=2729.0000 loss=0.0521 policy_loss=0.0521 entropy=1.9068
[step=102] episode=102.0000 return=-29.5405 length=22.0000 global_step=2751.0000 loss=-0.0189 policy_loss=-0.0189 entropy=1.9054
[step=103] episode=103.0000 return=-82.9293 length=13.0000 global_step=2764.0000 loss=-0.0180 policy_loss=-0.0180 entropy=1.9040
[step=104] episode=104.0000 return=-10.4571 length=26.0000 global_step=2790.0000 loss=0.0095 policy_loss=0.0095 entropy=1.9002
[step=105] episode=105.0000 return=-89.6276 length=29.0000 global_step=2819.0000 loss=-0.0160 policy_loss=-0.0160 entropy=1.8988
[step=106] episode=106.0000 return=-80.1490 length=12.0000 global_step=2831.0000 loss=-0.1549 policy_loss=-0.1549 entropy=1.8923
[step=107] episode=107.0000 return=-29.4841 length=21.0000 global_step=2852.0000 loss=-0.0208 policy_loss=-0.0208 entropy=1.8895
[step=108] episode=108.0000 return=-76.3832 length=21.0000 global_step=2873.0000 loss=-0.0580 policy_loss=-0.0580 entropy=1.8821
[step=109] episode=109.0000 return=-39.3305 length=20.0000 global_step=2893.0000 loss=-0.0167 policy_loss=-0.0167 entropy=1.8768
[step=110] episode=110.0000 return=-47.8734 length=11.0000 global_step=2904.0000 loss=0.0535 policy_loss=0.0535 entropy=1.8695
[step=111] episode=111.0000 return=20.9710 length=12.0000 global_step=2916.0000 loss=-0.1926 policy_loss=-0.1926 entropy=1.8618
[step=112] episode=112.0000 return=39.5064 length=19.0000 global_step=2935.0000 loss=0.0190 policy_loss=0.0190 entropy=1.8523
[step=113] episode=113.0000 return=-41.1114 length=18.0000 global_step=2953.0000 loss=-0.2576 policy_loss=-0.2576 entropy=1.8401
[step=114] episode=114.0000 return=-74.6058 length=22.0000 global_step=2975.0000 loss=-0.0248 policy_loss=-0.0248 entropy=1.8307
[step=115] episode=115.0000 return=-43.6868 length=11.0000 global_step=2986.0000 loss=0.1351 policy_loss=0.1351 entropy=1.8092
[step=116] episode=116.0000 return=-21.2471 length=12.0000 global_step=2998.0000 loss=-0.1569 policy_loss=-0.1569 entropy=1.7938
[step=117] episode=117.0000 return=-25.0143 length=20.0000 global_step=3018.0000 loss=0.1727 policy_loss=0.1727 entropy=1.7808
[step=118] episode=118.0000 return=-0.2525 length=20.0000 global_step=3038.0000 loss=-0.0636 policy_loss=-0.0636 entropy=1.7738
