a2c_tuned train:   1%|          | 31/3000 [00:48<1:14:36,  1.51s/it]
[step=1] episode=1.0000 return=-67.0583 length=19.0000 global_step=19.0000 loss=1697.3475 policy_loss=-113.2800 value_loss=3621.2939 entropy=1.9459
[step=2] episode=2.0000 return=-66.8696 length=20.0000 global_step=39.0000 loss=1671.4536 policy_loss=-113.8446 value_loss=3570.6353 entropy=1.9458
[step=3] episode=3.0000 return=10.7408 length=21.0000 global_step=60.0000 loss=956.1718 policy_loss=-25.2508 value_loss=1962.8842 entropy=1.9455
[step=4] episode=4.0000 return=-20.1686 length=20.0000 global_step=80.0000 loss=757.1969 policy_loss=-47.1656 value_loss=1608.7640 entropy=1.9451
[step=5] episode=5.0000 return=-64.0322 length=29.0000 global_step=109.0000 loss=3011.3098 policy_loss=-140.0254 value_loss=6302.7095 entropy=1.9422
[step=6] episode=6.0000 return=-115.9776 length=20.0000 global_step=129.0000 loss=4509.5527 policy_loss=-186.4279 value_loss=9391.9990 entropy=1.9278
[step=7] episode=7.0000 return=-112.2827 length=28.0000 global_step=157.0000 loss=3280.7498 policy_loss=-150.1057 value_loss=6861.7485 entropy=1.8722
[step=8] episode=8.0000 return=-99.0369 length=34.0000 global_step=191.0000 loss=2321.8782 policy_loss=-104.6764 value_loss=4853.1431 entropy=1.6756
[step=9] episode=9.0000 return=-98.2321 length=19.0000 global_step=210.0000 loss=2351.0601 policy_loss=-108.0658 value_loss=4918.2793 entropy=1.3752
[step=10] episode=10.0000 return=-115.9535 length=18.0000 global_step=228.0000 loss=2721.8486 policy_loss=-25.2213 value_loss=5494.1553 entropy=0.7844
[step=11] episode=11.0000 return=-115.9321 length=20.0000 global_step=248.0000 loss=2147.9233 policy_loss=-30.5439 value_loss=4356.9448 entropy=0.5199
[step=12] episode=12.0000 return=-115.9762 length=19.0000 global_step=267.0000 loss=917.9554 policy_loss=-23.9489 value_loss=1883.8162 entropy=0.3793
[step=13] episode=13.0000 return=-115.9974 length=34.0000 global_step=301.0000 loss=79.7507 policy_loss=-1.2853 value_loss=162.0762 entropy=0.2116
[step=14] episode=14.0000 return=-115.9968 length=27.0000 global_step=328.0000 loss=272.5098 policy_loss=0.6807 value_loss=543.6608 entropy=0.1358
[step=15] episode=15.0000 return=-115.9565 length=13.0000 global_step=341.0000 loss=962.1816 policy_loss=0.3273 value_loss=1923.7095 entropy=0.0448
[step=16] episode=16.0000 return=-115.8870 length=21.0000 global_step=362.0000 loss=2512.0789 policy_loss=0.0646 value_loss=5024.0288 entropy=0.0075
[step=17] episode=17.0000 return=-115.9921 length=19.0000 global_step=381.0000 loss=3208.2056 policy_loss=0.0087 value_loss=6416.3940 entropy=0.0012
[step=18] episode=18.0000 return=-115.9932 length=12.0000 global_step=393.0000 loss=2997.3528 policy_loss=0.0022 value_loss=5994.7012 entropy=0.0003
[step=19] episode=19.0000 return=-115.9995 length=26.0000 global_step=419.0000 loss=3295.3438 policy_loss=0.0016 value_loss=6590.6841 entropy=0.0002
[step=20] episode=20.0000 return=-115.9358 length=48.0000 global_step=467.0000 loss=3029.0952 policy_loss=0.0021 value_loss=6058.1865 entropy=0.0003
[step=21] episode=21.0000 return=-115.9360 length=20.0000 global_step=487.0000 loss=1327.4214 policy_loss=0.0024 value_loss=2654.8379 entropy=0.0005
[step=22] episode=22.0000 return=-115.9926 length=20.0000 global_step=507.0000 loss=596.0591 policy_loss=0.0036 value_loss=1192.1110 entropy=0.0011
[step=23] episode=23.0000 return=-115.9998 length=20.0000 global_step=527.0000 loss=126.3099 policy_loss=0.0047 value_loss=252.6106 entropy=0.0028
[step=24] episode=24.0000 return=-115.9900 length=20.0000 global_step=547.0000 loss=10.2933 policy_loss=-0.0025 value_loss=20.5918 entropy=0.0070
[step=25] episode=25.0000 return=-115.9936 length=29.0000 global_step=576.0000 loss=67.2923 policy_loss=-0.0175 value_loss=134.6198 entropy=0.0119
[step=26] episode=26.0000 return=-115.9013 length=26.0000 global_step=602.0000 loss=119.0559 policy_loss=-0.0306 value_loss=238.1733 entropy=0.0153
[step=27] episode=27.0000 return=-115.9096 length=29.0000 global_step=631.0000 loss=182.0968 policy_loss=-0.0461 value_loss=364.2862 entropy=0.0174
[step=28] episode=28.0000 return=-115.9384 length=12.0000 global_step=643.0000 loss=312.1432 policy_loss=-0.0561 value_loss=624.3988 entropy=0.0163
[step=29] episode=29.0000 return=-115.8259 length=13.0000 global_step=656.0000 loss=232.2911 policy_loss=-0.0410 value_loss=464.6646 entropy=0.0141
[step=30] episode=30.0000 return=-115.9812 length=44.0000 global_step=700.0000 loss=24.2538 policy_loss=1.1073 value_loss=46.2934 entropy=0.0110
[step=31] episode=31.0000 return=-115.9529 length=13.0000 global_step=713.0000 loss=34.1686 policy_loss=-0.0102 value_loss=68.3579 entropy=0.0107
[step=32] episode=32.0000 return=-115.7152 length=20.0000 global_step=733.0000 loss=13.6946 policy_loss=0.0044 value_loss=27.3804 entropy=0.0094
[step=33] episode=33.0000 return=-115.9989 length=28.0000 global_step=761.0000 loss=217.3127 policy_loss=0.0282 value_loss=434.5693 entropy=0.0105
[step=34] episode=34.0000 return=-115.9912 length=19.0000 global_step=780.0000 loss=199.3348 policy_loss=0.0347 value_loss=398.6006 entropy=0.0131
[step=35] episode=35.0000 return=-115.9978 length=12.0000 global_step=792.0000 loss=85.4943 policy_loss=0.0305 value_loss=170.9280 entropy=0.0173
[step=36] episode=36.0000 return=-115.9858 length=30.0000 global_step=822.0000 loss=141.9417 policy_loss=0.0583 value_loss=283.7672 entropy=0.0235
[step=37] episode=37.0000 return=-115.8819 length=30.0000 global_step=852.0000 loss=102.4678 policy_loss=0.0613 value_loss=204.8137 entropy=0.0298
[step=38] episode=38.0000 return=-115.9840 length=30.0000 global_step=882.0000 loss=21.5108 policy_loss=0.0228 value_loss=42.9767 entropy=0.0365
[step=39] episode=39.0000 return=-115.9385 length=37.0000 global_step=919.0000 loss=27.4881 policy_loss=-0.0240 value_loss=55.0253 entropy=0.0471
[step=40] episode=40.0000 return=-115.9998 length=21.0000 global_step=940.0000 loss=136.5310 policy_loss=-0.1569 value_loss=273.3769 entropy=0.0547
[step=41] episode=41.0000 return=-115.9939 length=28.0000 global_step=968.0000 loss=160.1689 policy_loss=-2.2848 value_loss=324.9088 entropy=0.0706
[step=42] episode=42.0000 return=-116.0000 length=61.0000 global_step=1029.0000 loss=58.2466 policy_loss=-0.0236 value_loss=116.5414 entropy=0.0584
[step=43] episode=43.0000 return=-115.9126 length=20.0000 global_step=1049.0000 loss=141.1345 policy_loss=-3.4642 value_loss=289.1984 entropy=0.0467
